"driver","team","lap_number","lap_time","position","compound","track_status"
"LAT","Williams","15","0 days 00:01:31.889000","18","MEDIUM","1"
"LAT","Williams","16","0 days 00:01:50.672000","19","HARD","1"
"LAT","Williams","17","0 days 00:01:26.798000","19","HARD","1"
"LAT","Williams","18","0 days 00:01:26.831000","19","HARD","1"
"LAT","Williams","19","0 days 00:01:27.449000","19","HARD","1"
"LAT","Williams","20","0 days 00:01:27.218000","19","HARD","1"
"LAT","Williams","21","0 days 00:01:27.208000","19","HARD","1"
"LAT","Williams","22","0 days 00:01:27.196000","19","HARD","1"
"LAT","Williams","23","0 days 00:01:27.346000","19","HARD","1"
"LAT","Williams","24","0 days 00:01:27.394000","18","HARD","1"
"LAT","Williams","25","0 days 00:01:27.220000","17","HARD","1"
"LAT","Williams","26","0 days 00:01:27.040000","17","HARD","1"
"LAT","Williams","27","0 days 00:01:27.095000","17","HARD","1"
"LAT","Williams","28","0 days 00:01:27.028000","17","HARD","1"
"LAT","Williams","29","0 days 00:01:27.150000","17","HARD","1"
"LAT","Williams","30","0 days 00:01:27.194000","17","HARD","1"
"LAT","Williams","31","0 days 00:01:28.348000","17","HARD","1"
"LAT","Williams","32","0 days 00:01:27.292000","16","HARD","1"
"LAT","Williams","33","0 days 00:01:27.074000","16","HARD","1"
"LAT","Williams","34","0 days 00:01:27.496000","15","HARD","1"
"LAT","Williams","35","0 days 00:01:26.945000","15","HARD","1"
"LAT","Williams","36","0 days 00:01:27.266000","14","HARD","1"
"LAT","Williams","37","0 days 00:01:27.071000","14","HARD","1"
"LAT","Williams","38","0 days 00:01:28.025000","14","HARD","1"
"LAT","Williams","39","0 days 00:01:27.309000","14","HARD","1"
"LAT","Williams","40","0 days 00:01:27.284000","14","HARD","1"
"LAT","Williams","41","0 days 00:01:28.779000","15","HARD","1"
"LAT","Williams","42","0 days 00:01:28.415000","16","HARD","1"
"LAT","Williams","43","0 days 00:01:27.331000","16","HARD","1"
"LAT","Williams","44","0 days 00:01:27.990000","16","HARD","1"
"LAT","Williams","45","0 days 00:01:27.452000","16","HARD","1"
"LAT","Williams","46","0 days 00:01:27.870000","15","HARD","12"
"LAT","Williams","47","0 days 00:02:00.449000","15","HARD","24"
"LAT","Williams","48","0 days 00:02:14.429000","15","SOFT","4"
"LAT","Williams","49","0 days 00:01:35.047000","15","SOFT","4"
"LAT","Williams","50","0 days 00:01:54.072000","15","SOFT","4"
"LAT","Williams","51","0 days 00:02:24.227000","15","SOFT","4"
"LAT","Williams","52","0 days 00:02:11.146000","15","SOFT","4"
"RUS","Mercedes","1","0 days 00:01:29.427000","2","SOFT","1"
"RUS","Mercedes","2","0 days 00:01:26.724000","2","SOFT","1"
"RUS","Mercedes","3","0 days 00:01:26.432000","2","SOFT","1"
"RUS","Mercedes","4","0 days 00:01:26.143000","2","SOFT","1"
"RUS","Mercedes","5","0 days 00:01:26.878000","3","SOFT","1"
"RUS","Mercedes","6","0 days 00:01:25.761000","3","SOFT","1"
"RUS","Mercedes","7","0 days 00:01:26.255000","3","SOFT","1"
"RUS","Mercedes","8","0 days 00:01:26.273000","3","SOFT","1"
"RUS","Mercedes","9","0 days 00:01:26.404000","3","SOFT","1"
"RUS","Mercedes","10","0 days 00:01:26.169000","3","SOFT","1"
"RUS","Mercedes","11","0 days 00:01:26.551000","3","SOFT","12"
"RUS","Mercedes","12","0 days 00:01:48.631000","3","SOFT","2167"
"RUS","Mercedes","13","0 days 00:01:28.268000","2","SOFT","71"
"RUS","Mercedes","14","0 days 00:01:26.289000","2","SOFT","1"
"RUS","Mercedes","15","0 days 00:01:26.302000","2","SOFT","1"
"RUS","Mercedes","16","0 days 00:01:26.396000","2","SOFT","1"
"RUS","Mercedes","17","0 days 00:01:26.234000","2","SOFT","1"
"RUS","Mercedes","18","0 days 00:01:26.412000","2","SOFT","1"
"RUS","Mercedes","19","0 days 00:01:26.452000","2","SOFT","1"
"RUS","Mercedes","20","0 days 00:01:26.537000","2","SOFT","1"
"RUS","Mercedes","21","0 days 00:01:26.491000","2","SOFT","1"
"RUS","Mercedes","22","0 days 00:01:26.714000","2","SOFT","1"
"RUS","Mercedes","23","0 days 00:01:30.661000","3","SOFT","1"
"RUS","Mercedes","24","0 days 00:01:47.766000","4","HARD","1"
"RUS","Mercedes","25","0 days 00:01:25.678000","4","HARD","1"
"RUS","Mercedes","26","0 days 00:01:25.593000","4","HARD","1"
"RUS","Mercedes","27","0 days 00:01:25.917000","4","HARD","1"
"RUS","Mercedes","28","0 days 00:01:25.792000","4","HARD","1"
"RUS","Mercedes","29","0 days 00:01:26.159000","4","HARD","1"
"RUS","Mercedes","30","0 days 00:01:26.140000","3","HARD","1"
"RUS","Mercedes","31","0 days 00:01:25.938000","3","HARD","1"
"RUS","Mercedes","32","0 days 00:01:26.041000","3","HARD","1"
"RUS","Mercedes","33","0 days 00:01:25.957000","3","HARD","1"
"RUS","Mercedes","34","0 days 00:01:26.087000","3","HARD","1"
"RUS","Mercedes","35","0 days 00:01:25.714000","3","HARD","1"
"RUS","Mercedes","36","0 days 00:01:25.893000","3","HARD","1"
"RUS","Mercedes","37","0 days 00:01:25.985000","3","HARD","1"
"RUS","Mercedes","38","0 days 00:01:25.645000","3","HARD","1"
"RUS","Mercedes","39","0 days 00:01:25.652000","3","HARD","1"
"RUS","Mercedes","40","0 days 00:01:25.288000","3","HARD","1"
"RUS","Mercedes","41","0 days 00:01:25.366000","3","HARD","1"
"RUS","Mercedes","42","0 days 00:01:25.431000","3","HARD","1"
"RUS","Mercedes","43","0 days 00:01:25.509000","3","HARD","1"
"RUS","Mercedes","44","0 days 00:01:26.052000","3","HARD","1"
"RUS","Mercedes","45","0 days 00:01:26.052000","3","HARD","1"
"RUS","Mercedes","46","0 days 00:01:25.833000","3","HARD","1"
"RUS","Mercedes","47","0 days 00:01:32.390000","3","HARD","124"
"RUS","Mercedes","48",,"3","SOFT","4"
"RUS","Mercedes","49","0 days 00:02:16.908000","3","SOFT","4"
"RUS","Mercedes","50","0 days 00:02:04.303000","3","SOFT","4"
"RUS","Mercedes","51","0 days 00:01:33.770000","3","SOFT","4"
"RUS","Mercedes","52","0 days 00:01:28.695000","3","SOFT","4"
"RUS","Mercedes","53","0 days 00:02:06.853000","3","SOFT","4"
"BOT","Alfa Romeo","1","0 days 00:01:38.273000","20","MEDIUM","1"
"BOT","Alfa Romeo","2","0 days 00:01:29.846000","20","MEDIUM","1"
"BOT","Alfa Romeo","3","0 days 00:01:29.643000","20","MEDIUM","1"
"BOT","Alfa Romeo","4","0 days 00:01:28.362000","20","MEDIUM","1"
"BOT","Alfa Romeo","5","0 days 00:01:27.560000","20","MEDIUM","1"
"BOT","Alfa Romeo","6","0 days 00:01:27.704000","20","MEDIUM","1"
"BOT","Alfa Romeo","7","0 days 00:01:28.065000","20","MEDIUM","1"
"BOT","Alfa Romeo","8","0 days 00:01:28.043000","19","MEDIUM","1"
"BOT","Alfa Romeo","9","0 days 00:01:28.987000","19","MEDIUM","1"
"BOT","Alfa Romeo","10","0 days 00:01:27.942000","19","MEDIUM","1"
"BOT","Alfa Romeo","11","0 days 00:01:28.315000","18","MEDIUM","126"
"BOT","Alfa Romeo","12","0 days 00:01:50.882000","18","MEDIUM","671"
"BOT","Alfa Romeo","13","0 days 00:01:27.509000","18","MEDIUM","1"
"BOT","Alfa Romeo","14","0 days 00:01:27.992000","18","MEDIUM","1"
"BOT","Alfa Romeo","15","0 days 00:01:28.072000","17","MEDIUM","1"
"BOT","Alfa Romeo","16","0 days 00:01:28.411000","17","MEDIUM","1"
"BOT","Alfa Romeo","17","0 days 00:01:27.570000","17","MEDIUM","1"
"BOT","Alfa Romeo","18","0 days 00:01:27.434000","16","MEDIUM","1"
"BOT","Alfa Romeo","19","0 days 00:01:27.491000","13","MEDIUM","1"
"BOT","Alfa Romeo","20","0 days 00:01:27.637000","9","MEDIUM","1"
"BOT","Alfa Romeo","21","0 days 00:01:27.669000","9","MEDIUM","1"
"BOT","Alfa Romeo","22","0 days 00:01:28.688000","10","MEDIUM","1"
"BOT","Alfa Romeo","23","0 days 00:01:27.671000","10","MEDIUM","1"
"BOT","Alfa Romeo","24","0 days 00:01:27.827000","10","MEDIUM","1"
"BOT","Alfa Romeo","25","0 days 00:01:27.549000","10","MEDIUM","1"
"BOT","Alfa Romeo","26","0 days 00:01:27.771000","10","MEDIUM","1"
"BOT","Alfa Romeo","27","0 days 00:01:27.813000","10","MEDIUM","1"
"BOT","Alfa Romeo","28","0 days 00:01:27.648000","10","MEDIUM","1"
"BOT","Alfa Romeo","29","0 days 00:01:28.377000","10","MEDIUM","1"
"BOT","Alfa Romeo","30","0 days 00:01:27.303000","10","MEDIUM","1"
"BOT","Alfa Romeo","31","0 days 00:01:27.602000","10","MEDIUM","1"
"BOT","Alfa Romeo","32","0 days 00:01:27.322000","9","MEDIUM","1"
"BOT","Alfa Romeo","33","0 days 00:01:27.182000","8","MEDIUM","1"
"BOT","Alfa Romeo","34","0 days 00:01:26.993000","7","MEDIUM","1"
"BOT","Alfa Romeo","35","0 days 00:01:31.014000","11","MEDIUM","1"
"BOT","Alfa Romeo","36","0 days 00:01:46.684000","17","SOFT","1"
"BOT","Alfa Romeo","37","0 days 00:01:26.481000","16","SOFT","1"
"BOT","Alfa Romeo","38","0 days 00:01:26.105000","16","SOFT","1"
"BOT","Alfa Romeo","39","0 days 00:01:26.123000","16","SOFT","1"
"BOT","Alfa Romeo","40","0 days 00:01:26.104000","16","SOFT","1"
"BOT","Alfa Romeo","41","0 days 00:01:26.356000","16","SOFT","1"
"BOT","Alfa Romeo","42","0 days 00:01:26.197000","15","SOFT","1"
"BOT","Alfa Romeo","43","0 days 00:01:26.250000","15","SOFT","1"
"BOT","Alfa Romeo","44","0 days 00:01:26.062000","15","SOFT","1"
"BOT","Alfa Romeo","45","0 days 00:01:25.706000","15","SOFT","1"
"BOT","Alfa Romeo","46","0 days 00:01:26.749000","14","SOFT","12"
"BOT","Alfa Romeo","47","0 days 00:01:54.237000","13","SOFT","24"
"BOT","Alfa Romeo","48","0 days 00:01:58.624000","13","SOFT","4"
"BOT","Alfa Romeo","49","0 days 00:01:44.343000","13","SOFT","4"
"BOT","Alfa Romeo","50","0 days 00:02:11.878000","13","SOFT","4"
"BOT","Alfa Romeo","51","0 days 00:02:23.805000","13","SOFT","4"
"BOT","Alfa Romeo","52","0 days 00:02:12.057000","13","SOFT","4"
